row_num,user_id,subject,chapter,course_completion_percentage,lesson,chapter_completion_percentage,score,datetime
20,1000,maths,maths09,0.296875,challenge24,0.5,73,2020-12-12 22:31:24
21,1000,maths,maths09,0.3125,challenge25,1.0,93,2020-12-13 02:06:05
22,1000,maths,maths10,0.328125,challenge26,0.5,99,2020-12-13 02:36:52
23,1000,maths,maths10,0.34375,challenge27,1.0,88,2020-12-13 03:45:03
24,1000,maths,maths11,0.3515625,challenge28,0.25,79,2020-12-13 14:44:45
25,1000,maths,maths11,0.359375,challenge29,0.5,81,2020-12-13 16:32:02
26,1000,maths,maths11,0.3671875,challenge30,0.75,96,2020-12-13 17:49:27
27,1000,maths,maths11,0.375,challenge31,1.0,97,2020-12-13 18:44:49
28,1000,maths,maths12,0.3854166666666667,challenge32,0.3333333333333333,78,2020-12-14 07:58:44
29,1000,maths,maths12,0.39583333333333337,challenge33,0.6666666666666666,80,2020-12-14 16:43:35
30,1000,maths,maths12,0.40625000000000006,challenge34,1.0,92,2020-12-15 15:35:55
31,1000,maths,maths13,0.41406250000000006,challenge35,0.25,72,2020-12-15 18:03:41
32,1000,maths,maths13,0.42187500000000006,challenge36,0.5,84,2020-12-16 01:05:36
33,1000,maths,maths13,0.42968750000000006,challenge37,0.75,88,2020-12-16 15:57:20
34,1000,maths,maths13,0.43750000000000006,challenge38,1.0,97,2020-12-17 09:34:39
35,1000,maths,maths14,0.44531250000000006,challenge39,0.25,71,2020-12-17 10:22:42
36,1000,maths,maths14,0.45312500000000006,challenge40,0.5,81,2020-12-19 15:51:32
37,1000,maths,maths14,0.46093750000000006,challenge41,0.75,78,2020-12-20 04:22:58
38,1000,maths,maths14,0.46875000000000006,challenge42,1.0,85,2020-12-20 12:04:49
39,1000,maths,maths15,0.47656250000000006,challenge43,0.25,90,2020-12-20 21:54:39
40,1000,maths,maths15,0.48437500000000006,challenge44,0.5,81,2020-12-21 05:47:14
41,1000,maths,maths15,0.49218750000000006,challenge45,0.75,74,2020-12-21 07:59:48
42,1000,maths,maths15,0.5,challenge46,1.0,96,2020-12-21 19:36:30
43,1000,maths,maths16,0.515625,challenge47,0.5,80,2020-12-21 22:26:21
44,1000,maths,maths16,0.53125,challenge48,1.0,72,2020-12-23 06:09:01
45,1000,maths,maths17,0.546875,challenge49,0.5,74,2020-12-24 00:45:52
46,1000,maths,maths17,0.5625,challenge50,1.0,84,2020-12-24 18:37:45
47,1000,maths,maths18,0.578125,challenge51,0.5,87,2020-12-25 03:02:53
48,1000,maths,maths18,0.59375,challenge52,1.0,75,2020-12-25 23:24:08
49,1000,maths,maths19,0.609375,challenge53,0.5,99,2020-12-26 05:21:50
50,1000,maths,maths19,0.625,challenge54,1.0,73,2020-12-26 08:19:02
51,1000,maths,maths20,0.640625,challenge55,0.5,78,2020-12-26 16:31:26
52,1000,maths,maths20,0.65625,challenge56,1.0,86,2020-12-26 20:48:44
53,1000,maths,maths21,0.671875,challenge57,0.5,73,2020-12-27 00:13:49
54,1000,maths,maths21,0.6875,challenge58,1.0,90,2020-12-27 14:45:25
55,1000,maths,maths22,0.69375,challenge59,0.2,74,2020-12-27 15:10:07
56,1000,maths,maths22,0.7,challenge60,0.4,89,2020-12-27 21:37:31
57,1000,maths,maths22,0.7062499999999999,challenge61,0.6,83,2020-12-27 23:55:33
58,1000,maths,maths22,0.7124999999999999,challenge62,0.8,75,2020-12-28 23:57:36
59,1000,maths,maths22,0.7187499999999999,challenge63,1.0,81,2020-12-29 03:00:14
60,1000,maths,maths23,0.7291666666666665,challenge64,0.3333333333333333,84,2020-12-29 08:49:29
61,1000,maths,maths23,0.7395833333333331,challenge65,0.6666666666666666,91,2020-12-29 10:02:32
62,1000,maths,maths23,0.7499999999999998,challenge66,1.0,85,2020-12-29 19:14:07
0,1001,en,en00,0.016129032258064516,ambulance,0.5,75,2020-12-01 08:00:03
1,1001,en,en00,0.03225806451612903,anchor,1.0,84,2020-12-02 11:48:59
2,1001,en,en01,0.04838709677419355,auto,0.5,74,2020-12-03 18:34:02
3,1001,en,en01,0.06451612903225806,pram,1.0,71,2020-12-04 03:59:11
4,1001,en,en02,0.08064516129032258,bag,0.5,75,2020-12-04 04:05:05
5,1001,en,en02,0.0967741935483871,ball,1.0,95,2020-12-04 13:26:50
6,1001,en,en03,0.11290322580645161,balloon,0.5,88,2020-12-04 21:21:45
7,1001,en,en03,0.12903225806451613,bell,1.0,71,2020-12-05 12:51:39
8,1001,en,en04,0.13978494623655913,balloon1,0.3333333333333333,79,2020-12-05 13:09:32
9,1001,en,en04,0.15053763440860213,balloon2,0.6666666666666666,73,2020-12-06 02:32:48
10,1001,en,en04,0.16129032258064513,balloon3,1.0,88,2020-12-06 11:38:16
11,1001,en,en06,0.17741935483870963,balloon4,0.5,98,2020-12-06 21:55:54
12,1001,en,en06,0.19354838709677413,balloon5,1.0,78,2020-12-07 17:53:40
13,1001,en,en05,0.22580645161290316,balloon6,1.0,80,2020-12-07 21:47:51
14,1001,en,en07,0.2419354838709677,balloon7,0.5,88,2020-12-09 01:52:52
15,1001,en,en07,0.2580645161290322,balloon8,1.0,78,2020-12-09 12:59:44
16,1001,en,en08,0.2741935483870967,balloon9,0.5,88,2020-12-09 16:28:35
17,1001,en,en08,0.2903225806451612,balloon10,1.0,87,2020-12-10 01:11:46
18,1001,en,en09,0.3010752688172042,balloon11,0.3333333333333333,85,2020-12-11 19:00:28
19,1001,en,en09,0.3118279569892472,balloon12,0.6666666666666666,83,2020-12-13 05:26:13
20,1001,en,en09,0.3225806451612902,balloon13,1.0,78,2020-12-13 06:35:03
21,1001,en,en10,0.33064516129032245,balloon14,0.25,77,2020-12-14 00:10:24
22,1001,en,en10,0.3387096774193547,balloon15,0.5,90,2020-12-14 10:01:18
23,1001,en,en10,0.34677419354838696,balloon16,0.75,70,2020-12-14 19:00:10
24,1001,en,en10,0.3548387096774192,balloon17,1.0,93,2020-12-14 19:10:30
25,1001,en,en12,0.38709677419354827,balloon18,1.0,91,2020-12-14 19:16:06
26,1001,en,en13,0.40322580645161277,balloon19,0.5,83,2020-12-15 14:29:27
27,1001,en,en13,0.41935483870967727,balloon20,1.0,76,2020-12-15 21:04:54
28,1001,en,en14,0.43548387096774177,balloon21,0.5,87,2020-12-16 07:08:06
29,1001,en,en14,0.4516129032258063,balloon22,1.0,72,2020-12-16 09:24:23
30,1001,en,en15,0.4677419354838708,balloon23,0.5,70,2020-12-16 20:57:08
31,1001,en,en15,0.4838709677419353,balloon24,1.0,84,2020-12-17 09:01:02
32,1001,en,en16,0.4903225806451611,balloon25,0.2,74,2020-12-17 19:02:22
33,1001,en,en16,0.4967741935483869,balloon26,0.4,87,2020-12-18 10:26:44
34,1001,en,en16,0.5032258064516127,balloon27,0.6,82,2020-12-19 15:14:41
35,1001,en,en16,0.5096774193548386,balloon28,0.8,77,2020-12-20 13:15:11
36,1001,en,en16,0.5161290322580644,balloon29,1.0,76,2020-12-21 19:36:47
37,1001,en,en17,0.5225806451612902,balloon30,0.2,85,2020-12-22 14:01:11
38,1001,en,en17,0.529032258064516,balloon31,0.4,82,2020-12-24 07:28:56
39,1001,en,en17,0.5354838709677419,balloon32,0.6,87,2020-12-25 12:30:00
40,1001,en,en17,0.5419354838709677,balloon33,0.8,95,2020-12-26 05:13:15
41,1001,en,en17,0.5483870967741935,balloon34,1.0,89,2020-12-26 11:48:27
42,1001,en,en19,0.5564516129032258,balloon35,0.25,74,2020-12-26 13:01:15
43,1001,en,en19,0.564516129032258,balloon36,0.5,71,2020-12-26 13:21:56
44,1001,en,en19,0.5725806451612903,balloon37,0.75,81,2020-12-27 01:24:46
45,1001,en,en19,0.5806451612903225,balloon38,1.0,73,2020-12-27 12:09:53
46,1001,en,en20,0.596774193548387,balloon39,0.5,99,2020-12-27 15:59:38
47,1001,en,en20,0.6129032258064515,balloon40,1.0,99,2020-12-28 19:22:21
48,1001,en,en21,0.6451612903225805,balloon41,1.0,89,2020-12-29 03:56:26
49,1001,en,en22,0.6774193548387095,balloon42,1.0,99,2020-12-29 19:04:08
0,1001,maths,maths00,0.015625,challenge1,0.5,95,2020-12-01 01:35:11
1,1001,maths,maths00,0.03125,challenge5,1.0,94,2020-12-01 23:35:35
2,1001,maths,maths01,0.0625,challenge6,1.0,96,2020-12-02 06:05:22
3,1001,maths,maths02,0.078125,challenge7,0.5,79,2020-12-02 07:35:13
4,1001,maths,maths02,0.09375,challenge8,1.0,80,2020-12-02 07:59:13
5,1001,maths,maths03,0.10416666666666667,challenge9,0.3333333333333333,95,2020-12-02 10:12:00
6,1001,maths,maths03,0.11458333333333334,challenge10,0.6666666666666666,77,2020-12-02 11:46:35
7,1001,maths,maths03,0.125,challenge11,1.0,84,2020-12-02 18:31:51
8,1001,maths,maths04,0.15625,challenge12,1.0,84,2020-12-03 08:09:38
9,1001,maths,maths05,0.16666666666666666,challenge13,0.3333333333333333,95,2020-12-03 12:29:24
10,1001,maths,maths05,0.17708333333333331,challenge14,0.6666666666666666,89,2020-12-04 04:40:41
11,1001,maths,maths05,0.18749999999999997,challenge15,1.0,81,2020-12-04 14:27:33
12,1001,maths,maths06,0.20312499999999997,challenge16,0.5,70,2020-12-04 15:39:40
13,1001,maths,maths06,0.21874999999999997,challenge17,1.0,80,2020-12-05 03:51:41
14,1001,maths,maths07,0.22656249999999997,challenge18,0.25,93,2020-12-05 04:48:16
15,1001,maths,maths07,0.23437499999999997,challenge19,0.5,95,2020-12-05 12:11:37
16,1001,maths,maths07,0.24218749999999997,challenge20,0.75,73,2020-12-05 22:45:15
17,1001,maths,maths07,0.24999999999999997,challenge21,1.0,81,2020-12-06 06:55:33
18,1001,maths,maths08,0.265625,challenge22,0.5,83,2020-12-06 06:56:52
19,1001,maths,maths08,0.28125,challenge23,1.0,90,2020-12-06 07:34:08
20,1001,maths,maths09,0.296875,challenge24,0.5,93,2020-12-07 02:02:35
21,1001,maths,maths09,0.3125,challenge25,1.0,87,2020-12-07 07:59:02
22,1001,maths,maths10,0.328125,challenge26,0.5,72,2020-12-07 10:29:23
23,1001,maths,maths10,0.34375,challenge27,1.0,77,2020-12-07 12:09:19
24,1001,maths,maths11,0.3515625,challenge28,0.25,89,2020-12-08 06:44:00
25,1001,maths,maths11,0.359375,challenge29,0.5,94,2020-12-08 19:40:44
26,1001,maths,maths11,0.3671875,challenge30,0.75,84,2020-12-09 11:41:47
27,1001,maths,maths11,0.375,challenge31,1.0,85,2020-12-10 15:02:59
28,1001,maths,maths12,0.3854166666666667,challenge32,0.3333333333333333,76,2020-12-10 23:54:34
29,1001,maths,maths12,0.39583333333333337,challenge33,0.6666666666666666,79,2020-12-12 04:06:30
30,1001,maths,maths12,0.40625000000000006,challenge34,1.0,93,2020-12-12 13:06:58
31,1001,maths,maths13,0.41406250000000006,challenge35,0.25,83,2020-12-12 21:19:17
32,1001,maths,maths13,0.42187500000000006,challenge36,0.5,95,2020-12-13 03:42:27
33,1001,maths,maths13,0.42968750000000006,challenge37,0.75,97,2020-12-13 20:06:42
34,1001,maths,maths13,0.43750000000000006,challenge38,1.0,97,2020-12-13 23:31:57
35,1001,maths,maths14,0.44531250000000006,challenge39,0.25,88,2020-12-14 20:45:22
36,1001,maths,maths14,0.45312500000000006,challenge40,0.5,81,2020-12-15 00:08:01
37,1001,maths,maths14,0.46093750000000006,challenge41,0.75,73,2020-12-15 12:14:39
38,1001,maths,maths14,0.46875000000000006,challenge42,1.0,75,2020-12-15 15:15:32
39,1001,maths,maths15,0.47656250000000006,challenge43,0.25,95,2020-12-16 07:02:38
40,1001,maths,maths15,0.48437500000000006,challenge44,0.5,92,2020-12-17 04:02:25
41,1001,maths,maths15,0.49218750000000006,challenge45,0.75,79,2020-12-17 18:14:00
42,1001,maths,maths15,0.5,challenge46,1.0,91,2020-12-18 01:59:24
43,1001,maths,maths16,0.515625,challenge47,0.5,90,2020-12-18 05:02:00
44,1001,maths,maths16,0.53125,challenge48,1.0,89,2020-12-18 14:30:55
45,1001,maths,maths17,0.546875,challenge49,0.5,98,2020-12-19 14:33:58
46,1001,maths,maths17,0.5625,challenge50,1.0,72,2020-12-19 23:16:27
47,1001,maths,maths18,0.578125,challenge51,0.5,77,2020-12-20 00:05:18
48,1001,maths,maths18,0.59375,challenge52,1.0,89,2020-12-20 08:48:18
49,1001,maths,maths19,0.609375,challenge53,0.5,97,2020-12-20 11:37:44
50,1001,maths,maths19,0.625,challenge54,1.0,94,2020-12-20 12:08:09
51,1001,maths,maths20,0.640625,challenge55,0.5,73,2020-12-21 06:44:10
52,1001,maths,maths20,0.65625,challenge56,1.0,85,2020-12-21 09:57:37
53,1001,maths,maths21,0.671875,challenge57,0.5,70,2020-12-21 21:34:52
54,1001,maths,maths21,0.6875,challenge58,1.0,72,2020-12-22 05:43:05
55,1001,maths,maths22,0.69375,challenge59,0.2,84,2020-12-22 09:35:17
56,1001,maths,maths22,0.7,challenge60,0.4,88,2020-12-22 12:00:49
57,1001,maths,maths22,0.7062499999999999,challenge61,0.6,92,2020-12-22 19:52:10
58,1001,maths,maths22,0.7124999999999999,challenge62,0.8,96,2020-12-23 00:40:52
59,1001,maths,maths22,0.7187499999999999,challenge63,1.0,75,2020-12-23 02:54:00
60,1001,maths,maths23,0.7291666666666665,challenge64,0.3333333333333333,97,2020-12-23 09:35:26
61,1001,maths,maths23,0.7395833333333331,challenge65,0.6666666666666666,91,2020-12-23 17:05:58
62,1001,maths,maths23,0.7499999999999998,challenge66,1.0,95,2020-12-23 21:13:44
63,1001,maths,maths24,0.7604166666666664,challenge67,0.3333333333333333,96,2020-12-23 22:28:23
64,1001,maths,maths24,0.770833333333333,challenge68,0.6666666666666666,94,2020-12-25 05:41:02
65,1001,maths,maths24,0.7812499999999997,challenge69,1.0,91,2020-12-25 06:59:13
66,1001,maths,maths25,0.7916666666666663,challenge70,0.3333333333333333,97,2020-12-25 11:20:37
67,1001,maths,maths25,0.8020833333333329,challenge71,0.6666666666666666,74,2020-12-26 18:14:01
68,1001,maths,maths25,0.8124999999999996,challenge72,1.0,84,2020-12-26 20:47:30
69,1001,maths,maths26,0.8177083333333329,challenge73,0.16666666666666666,72,2020-12-26 21:48:09
70,1001,maths,maths26,0.8229166666666663,challenge74,0.3333333333333333,91,2020-12-27 01:32:54
71,1001,maths,maths26,0.8281249999999997,challenge75,0.5,76,2020-12-28 01:08:36
72,1001,maths,maths26,0.833333333333333,challenge76,0.6666666666666666,97,2020-12-28 07:15:21
73,1001,maths,maths26,0.8385416666666664,challenge77,0.8333333333333334,95,2020-12-28 21:25:48
74,1001,maths,maths26,0.8437499999999998,challenge78,1.0,70,2020-12-29 05:55:38
75,1001,maths,maths27,0.8489583333333331,challenge79,0.16666666666666666,95,2020-12-29 16:32:36
76,1001,maths,maths27,0.8541666666666665,challenge80,0.3333333333333333,70,2020-12-29 21:38:02
77,1001,maths,maths27,0.8593749999999999,challenge81,0.5,99,2020-12-29 21:51:02
0,1002,en,en00,0.016129032258064516,ambulance,0.5,71,2020-12-01 06:52:35
1,1002,en,en00,0.03225806451612903,anchor,1.0,96,2020-12-01 16:24:59
2,1002,en,en01,0.04838709677419355,auto,0.5,77,2020-12-01 18:40:24
3,1002,en,en01,0.06451612903225806,pram,1.0,87,2020-12-01 23:08:10
4,1002,en,en02,0.08064516129032258,bag,0.5,97,2020-12-01 23:26:47
5,1002,en,en02,0.0967741935483871,ball,1.0,72,2020-12-02 00:31:13
6,1002,en,en03,0.11290322580645161,balloon,0.5,73,2020-12-02 18:17:15
7,1002,en,en03,0.12903225806451613,bell,1.0,98,2020-12-02 22:56:37
8,1002,en,en04,0.13978494623655913,balloon1,0.3333333333333333,89,2020-12-03 17:38:08
9,1002,en,en04,0.15053763440860213,balloon2,0.6666666666666666,97,2020-12-04 07:30:38
10,1002,en,en04,0.16129032258064513,balloon3,1.0,70,2020-12-04 13:39:19
11,1002,en,en06,0.17741935483870963,balloon4,0.5,83,2020-12-05 01:13:00
12,1002,en,en06,0.19354838709677413,balloon5,1.0,74,2020-12-06 00:24:34
13,1002,en,en05,0.22580645161290316,balloon6,1.0,84,2020-12-06 06:23:26
14,1002,en,en07,0.2419354838709677,balloon7,0.5,75,2020-12-07 07:53:24
15,1002,en,en07,0.2580645161290322,balloon8,1.0,98,2020-12-07 08:19:43
16,1002,en,en08,0.2741935483870967,balloon9,0.5,82,2020-12-08 11:36:42
17,1002,en,en08,0.2903225806451612,balloon10,1.0,98,2020-12-08 17:34:35
18,1002,en,en09,0.3010752688172042,balloon11,0.3333333333333333,76,2020-12-09 01:55:09
19,1002,en,en09,0.3118279569892472,balloon12,0.6666666666666666,97,2020-12-09 11:35:39
20,1002,en,en09,0.3225806451612902,balloon13,1.0,89,2020-12-09 14:57:23
21,1002,en,en10,0.33064516129032245,balloon14,0.25,77,2020-12-10 22:16:57
22,1002,en,en10,0.3387096774193547,balloon15,0.5,79,2020-12-11 18:57:39
23,1002,en,en10,0.34677419354838696,balloon16,0.75,96,2020-12-12 19:55:45
24,1002,en,en10,0.3548387096774192,balloon17,1.0,73,2020-12-13 09:26:51
25,1002,en,en12,0.38709677419354827,balloon18,1.0,79,2020-12-13 15:00:58
26,1002,en,en13,0.40322580645161277,balloon19,0.5,98,2020-12-15 00:23:05
27,1002,en,en13,0.41935483870967727,balloon20,1.0,81,2020-12-15 19:49:49
28,1002,en,en14,0.43548387096774177,balloon21,0.5,96,2020-12-17 02:49:58
29,1002,en,en14,0.4516129032258063,balloon22,1.0,72,2020-12-17 17:03:32
30,1002,en,en15,0.4677419354838708,balloon23,0.5,75,2020-12-18 11:49:07
31,1002,en,en15,0.4838709677419353,balloon24,1.0,90,2020-12-19 02:33:39
32,1002,en,en16,0.4903225806451611,balloon25,0.2,98,2020-12-20 16:52:55
33,1002,en,en16,0.4967741935483869,balloon26,0.4,72,2020-12-20 16:53:46
34,1002,en,en16,0.5032258064516127,balloon27,0.6,89,2020-12-20 17:25:59
35,1002,en,en16,0.5096774193548386,balloon28,0.8,97,2020-12-21 04:48:54
36,1002,en,en16,0.5161290322580644,balloon29,1.0,82,2020-12-21 06:43:46
37,1002,en,en17,0.5225806451612902,balloon30,0.2,82,2020-12-21 15:58:19
38,1002,en,en17,0.529032258064516,balloon31,0.4,89,2020-12-22 00:08:28
39,1002,en,en17,0.5354838709677419,balloon32,0.6,85,2020-12-22 07:46:00
40,1002,en,en17,0.5419354838709677,balloon33,0.8,93,2020-12-22 11:24:08
41,1002,en,en17,0.5483870967741935,balloon34,1.0,92,2020-12-23 08:49:39
42,1002,en,en19,0.5564516129032258,balloon35,0.25,80,2020-12-23 11:48:49
43,1002,en,en19,0.564516129032258,balloon36,0.5,95,2020-12-24 11:33:53
44,1002,en,en19,0.5725806451612903,balloon37,0.75,77,2020-12-25 19:29:06
45,1002,en,en19,0.5806451612903225,balloon38,1.0,79,2020-12-25 22:25:05
46,1002,en,en20,0.596774193548387,balloon39,0.5,76,2020-12-26 02:19:49
47,1002,en,en20,0.6129032258064515,balloon40,1.0,76,2020-12-26 20:07:49
48,1002,en,en21,0.6451612903225805,balloon41,1.0,78,2020-12-27 01:09:12
49,1002,en,en22,0.6774193548387095,balloon42,1.0,89,2020-12-28 03:00:02
50,1002,en,en23,0.693548387096774,balloon43,0.5,71,2020-12-28 08:39:58
51,1002,en,en23,0.7096774193548385,balloon44,1.0,86,2020-12-28 13:22:31
52,1002,en,en32,0.725806451612903,balloon45,0.5,91,2020-12-29 12:00:04
53,1002,en,en32,0.7419354838709675,balloon46,1.0,88,2020-12-29 22:44:56
0,1002,maths,maths00,0.015625,challenge1,0.5,90,2020-12-01 18:25:58
1,1002,maths,maths00,0.03125,challenge5,1.0,91,2020-12-02 02:35:47
2,1002,maths,maths01,0.0625,challenge6,1.0,77,2020-12-03 13:41:52
3,1002,maths,maths02,0.078125,challenge7,0.5,86,2020-12-04 17:33:13
4,1002,maths,maths02,0.09375,challenge8,1.0,74,2020-12-05 17:07:41
5,1002,maths,maths03,0.10416666666666667,challenge9,0.3333333333333333,80,2020-12-05 21:54:36
6,1002,maths,maths03,0.11458333333333334,challenge10,0.6666666666666666,97,2020-12-06 02:44:52
7,1002,maths,maths03,0.125,challenge11,1.0,77,2020-12-07 20:59:57
8,1002,maths,maths04,0.15625,challenge12,1.0,77,2020-12-08 21:18:00
9,1002,maths,maths05,0.16666666666666666,challenge13,0.3333333333333333,93,2020-12-08 23:40:53
10,1002,maths,maths05,0.17708333333333331,challenge14,0.6666666666666666,91,2020-12-09 18:19:35
11,1002,maths,maths05,0.18749999999999997,challenge15,1.0,78,2020-12-10 13:11:42
12,1002,maths,maths06,0.20312499999999997,challenge16,0.5,87,2020-12-10 21:51:54
13,1002,maths,maths06,0.21874999999999997,challenge17,1.0,95,2020-12-11 09:01:16
14,1002,maths,maths07,0.22656249999999997,challenge18,0.25,74,2020-12-12 17:12:00
15,1002,maths,maths07,0.23437499999999997,challenge19,0.5,75,2020-12-12 22:22:57
16,1002,maths,maths07,0.24218749999999997,challenge20,0.75,98,2020-12-13 17:06:01
17,1002,maths,maths07,0.24999999999999997,challenge21,1.0,89,2020-12-15 19:22:09
18,1002,maths,maths08,0.265625,challenge22,0.5,95,2020-12-16 08:32:50
19,1002,maths,maths08,0.28125,challenge23,1.0,76,2020-12-16 11:57:37
20,1002,maths,maths09,0.296875,challenge24,0.5,92,2020-12-17 17:59:32
21,1002,maths,maths09,0.3125,challenge25,1.0,93,2020-12-17 20:58:09
